Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season
20,Male,Sweater,Clothing,64,Idaho,Winter
65,Male,Jacket,Outerwear,23,Wisconsin,Spring
29,Male,Scarf,Accessories,33,New Mexico,Summer
22,Male,Jacket,Outerwear,34,North Carolina,Winter
27,Male,Sweater,Clothing,35,Iowa,Summer
36,Male,Coat,Outerwear,62,Idaho,Summer
59,Male,Boots,Footwear,75,Ohio,Fall
62,Male,Hoodie,Clothing,29,Alabama,Summer
34,Male,Hat,Accessories,28,Wyoming,Spring
59,Male,T-shirt,Clothing,20,Alabama,Spring
49,Male,Coat,Outerwear,96,Mississippi,Winter
18,Male,Dress,Clothing,43,Pennsylvania,Summer
55,Male,Shirt,Clothing,94,Wyoming,Fall
38,Male,Skirt,Clothing,81,Maryland,Fall
50,Male,Jewelry,Accessories,75,North Carolina,Summer
61,Male,Hat,Accessories,81,Pennsylvania,Summer
48,Male,Shorts,Clothing,92,Idaho,Fall
22,Male,Scarf,Accessories,96,California,Spring
48,Male,Jewelry,Accessories,71,Tennessee,Fall
57,Male,Sunglasses,Accessories,50,Missouri,Summer
33,Male,Coat,Outerwear,72,North Dakota,Spring
58,Male,Jacket,Outerwear,28,West Virginia,Winter
37,Male,Sweater,Clothing,59,Arizona,Fall
18,Male,Coat,Outerwear,33,Oklahoma,Summer
65,Male,Scarf,Accessories,59,Pennsylvania,Fall
62,Male,Belt,Accessories,30,Idaho,Spring
54,Male,Hat,Accessories,85,South Carolina,Winter
35,Male,Backpack,Accessories,97,Washington,Summer
34,Male,T-shirt,Clothing,36,Arkansas,Fall
25,Male,Jewelry,Accessories,85,Utah,Winter
53,Male,Sunglasses,Accessories,62,Alaska,Winter
45,Male,Jeans,Clothing,71,West Virginia,Winter
49,Male,Pants,Clothing,21,Louisiana,Winter
40,Male,Backpack,Accessories,61,Arizona,Spring
38,Male,Scarf,Accessories,58,Connecticut,Spring
44,Male,Sweater,Clothing,80,North Carolina,Spring
68,Male,Jewelry,Accessories,50,South Dakota,Spring
60,Male,Sneakers,Footwear,48,Delaware,Winter
25,Male,Jewelry,Accessories,40,Connecticut,Winter
19,Male,Coat,Outerwear,34,Tennessee,Summer
57,Male,Coat,Outerwear,46,New Hampshire,Fall
58,Male,Sunglasses,Accessories,27,Vermont,Summer
49,Male,Handbag,Accessories,98,Idaho,Spring
19,Male,Sweater,Clothing,73,North Carolina,Fall
50,Male,Pants,Clothing,28,Nevada,Spring
30,Male,Gloves,Accessories,76,Delaware,Fall
52,Male,Sweater,Clothing,83,Texas,Fall
35,Male,Hoodie,Clothing,23,Tennessee,Spring
35,Male,Hat,Accessories,28,Delaware,Fall
33,Male,T-shirt,Clothing,83,Massachusetts,Spring
52,Male,Skirt,Clothing,96,Minnesota,Winter
69,Male,Sneakers,Footwear,62,Texas,Fall
27,Male,Shorts,Clothing,25,Nebraska,Fall
66,Male,Hoodie,Clothing,97,Oklahoma,Winter
28,Male,Hoodie,Clothing,61,Texas,Fall
22,Male,Shoes,Footwear,66,New York,Summer
69,Male,Hoodie,Clothing,67,Washington,Spring
28,Male,Sunglasses,Accessories,80,Maryland,Summer
55,Male,Skirt,Clothing,25,New Hampshire,Fall
30,Male,Hat,Accessories,58,New York,Fall
67,Male,Backpack,Accessories,96,Hawaii,Winter
25,Male,Sunglasses,Accessories,77,California,Spring
49,Male,Belt,Accessories,65,Indiana,Summer
34,Male,Jewelry,Accessories,36,Louisiana,Spring
22,Male,Sneakers,Footwear,84,Pennsylvania,Winter
63,Male,T-shirt,Clothing,58,Florida,Fall
70,Male,Handbag,Accessories,62,North Carolina,Spring
36,Male,Hat,Accessories,67,Massachusetts,Fall
42,Male,Sweater,Clothing,20,Iowa,Spring
27,Male,Sandals,Footwear,90,North Dakota,Summer
23,Male,Scarf,Accessories,58,Iowa,Winter
50,Male,Shirt,Clothing,53,Delaware,Spring
56,Male,Gloves,Accessories,30,New York,Winter
37,Male,Hoodie,Clothing,65,New Hampshire,Winter
67,Male,Jewelry,Accessories,41,Kentucky,Summer
67,Male,Shirt,Clothing,73,Illinois,Spring
50,Male,Hoodie,Clothing,98,North Carolina,Spring
36,Male,Shoes,Footwear,36,Connecticut,Winter
62,Male,T-shirt,Clothing,81,Wisconsin,Summer
65,Male,Skirt,Clothing,90,Massachusetts,Winter
23,Male,Handbag,Accessories,83,Illinois,Summer
46,Male,Shirt,Clothing,91,New Mexico,Winter
18,Male,Pants,Clothing,36,Iowa,Summer
58,Male,Coat,Outerwear,53,Alabama,Spring
31,Male,Jeans,Clothing,39,Maryland,Winter
39,Male,Gloves,Accessories,33,Ohio,Winter
69,Male,T-shirt,Clothing,76,Ohio,Spring
68,Male,Boots,Footwear,23,Nevada,Winter
41,Male,Jeans,Clothing,54,South Carolina,Fall
31,Male,Sneakers,Footwear,89,Nevada,Summer
48,Male,Sneakers,Footwear,38,Wisconsin,Summer
59,Male,Hat,Accessories,36,Tennessee,Winter
34,Male,Pants,Clothing,66,Florida,Spring
21,Male,Jewelry,Accessories,42,Georgia,Spring
29,Male,Jewelry,Accessories,36,Kentucky,Winter
41,Male,Blouse,Clothing,86,Ohio,Spring
62,Male,Handbag,Accessories,49,Connecticut,Fall
27,Male,Shirt,Clothing,41,Idaho,Summer
49,Male,Dress,Clothing,82,Georgia,Spring
67,Male,T-shirt,Clothing,53,Tennessee,Fall
20,Male,Shoes,Footwear,21,Hawaii,Summer
37,Male,Belt,Accessories,66,Maryland,Fall
69,Male,Belt,Accessories,89,Nevada,Summer
66,Male,Handbag,Accessories,55,New Hampshire,Fall
37,Male,Scarf,Accessories,42,North Dakota,Summer
63,Male,Shorts,Clothing,52,Oklahoma,Fall
47,Male,Sandals,Footwear,92,North Carolina,Winter
26,Male,Pants,Clothing,56,Tennessee,Summer
68,Male,Dress,Clothing,96,Montana,Winter
51,Male,T-shirt,Clothing,64,Wisconsin,Winter
48,Male,Dress,Clothing,48,Connecticut,Winter
60,Male,Socks,Clothing,83,New Jersey,Summer
68,Male,Scarf,Accessories,91,Mississippi,Summer
25,Male,Backpack,Accessories,94,Wyoming,Fall
57,Male,Skirt,Clothing,62,Illinois,Spring
41,Male,Socks,Clothing,55,Louisiana,Spring
59,Male,Coat,Outerwear,68,Oregon,Spring
44,Male,Jewelry,Accessories,76,South Dakota,Winter
42,Male,Backpack,Accessories,31,Michigan,Winter
35,Male,Belt,Accessories,81,New Jersey,Spring
36,Male,Dress,Clothing,83,Oregon,Winter
54,Male,Skirt,Clothing,21,Iowa,Spring
37,Male,Dress,Clothing,22,South Carolina,Spring
20,Male,T-shirt,Clothing,33,Indiana,Summer
23,Male,Skirt,Clothing,23,Oregon,Spring
61,Male,Shorts,Clothing,96,New York,Summer
37,Male,Jewelry,Accessories,21,New Mexico,Spring
23,Male,Pants,Clothing,39,Louisiana,Spring
63,Male,Belt,Accessories,73,South Carolina,Fall
47,Male,Jeans,Clothing,64,Maine,Spring
63,Male,Jeans,Clothing,68,Indiana,Summer
56,Male,Hat,Accessories,89,Iowa,Fall
68,Male,Blouse,Clothing,29,Mississippi,Summer
64,Male,Shirt,Clothing,97,Arkansas,Summer
62,Male,Shirt,Clothing,45,South Carolina,Winter
34,Male,T-shirt,Clothing,70,Indiana,Winter
49,Male,Coat,Outerwear,56,Florida,Summer
40,Male,Jacket,Outerwear,55,Alaska,Fall
50,Male,Hoodie,Clothing,46,New York,Winter
25,Male,Scarf,Accessories,95,Texas,Winter
30,Male,Belt,Accessories,88,North Dakota,Winter
54,Male,Sneakers,Footwear,92,Vermont,Fall
40,Male,Socks,Clothing,49,New Jersey,Summer
49,Male,Sandals,Footwear,89,Maryland,Fall
27,Male,Coat,Outerwear,22,Connecticut,Winter
27,Male,Shoes,Footwear,61,Illinois,Summer
48,Male,Scarf,Accessories,29,Maryland,Spring
40,Male,Sneakers,Footwear,82,Minnesota,Winter
67,Male,Belt,Accessories,94,Florida,Spring
52,Male,Handbag,Accessories,99,California,Spring
22,Male,Handbag,Accessories,59,Mississippi,Fall
62,Male,Boots,Footwear,90,Washington,Summer
20,Male,Boots,Footwear,100,Wisconsin,Winter
41,Male,Pants,Clothing,62,Pennsylvania,Winter
34,Male,Sunglasses,Accessories,78,Missouri,Fall
23,Male,Hoodie,Clothing,94,Oklahoma,Spring
32,Male,Shoes,Footwear,74,Pennsylvania,Summer
68,Male,Handbag,Accessories,52,Kentucky,Spring
30,Male,Jacket,Outerwear,81,Vermont,Fall
66,Male,Blouse,Clothing,20,Oregon,Winter
62,Male,Pants,Clothing,32,Utah,Summer
50,Male,Boots,Footwear,63,Nebraska,Fall
55,Male,Boots,Footwear,79,Pennsylvania,Spring
19,Male,Sweater,Clothing,23,Vermont,Winter
67,Male,Gloves,Accessories,64,Kentucky,Winter
18,Male,Socks,Clothing,69,Iowa,Winter
58,Male,Jeans,Clothing,69,Indiana,Fall
69,Male,Pants,Clothing,24,Kansas,Winter
62,Male,Shorts,Clothing,50,Illinois,Summer
28,Male,Gloves,Accessories,97,North Carolina,Fall
53,Male,Sandals,Footwear,91,Ohio,Fall
27,Male,Blouse,Clothing,37,Illinois,Spring
55,Male,Jacket,Outerwear,55,Indiana,Winter
34,Male,Jewelry,Accessories,52,Kansas,Winter
25,Male,Hat,Accessories,80,Illinois,Spring
66,Male,Socks,Clothing,79,Pennsylvania,Spring
57,Male,Handbag,Accessories,23,New York,Summer
46,Male,Pants,Clothing,73,Utah,Winter
38,Male,Gloves,Accessories,99,New Jersey,Fall
23,Male,Sweater,Clothing,22,Idaho,Spring
42,Male,Hat,Accessories,68,New Mexico,Summer
25,Male,Dress,Clothing,92,Michigan,Spring
55,Male,Pants,Clothing,77,Wyoming,Winter
62,Male,Coat,Outerwear,37,New Jersey,Spring
41,Male,Scarf,Accessories,79,New Jersey,Winter
58,Male,Hoodie,Clothing,51,Hawaii,Winter
56,Male,Socks,Clothing,27,Nevada,Summer
25,Male,Blouse,Clothing,23,New Hampshire,Spring
70,Male,Socks,Clothing,76,Indiana,Summer
42,Male,Dress,Clothing,31,New York,Fall
27,Male,Hoodie,Clothing,60,Louisiana,Winter
65,Male,T-shirt,Clothing,99,Virginia,Spring
62,Male,Hat,Accessories,37,Wisconsin,Winter
62,Male,Boots,Footwear,50,Oregon,Winter
52,Male,Jeans,Clothing,26,New Hampshire,Winter
56,Male,Shorts,Clothing,86,Indiana,Spring
28,Male,Sandals,Footwear,41,Massachusetts,Fall
39,Male,Sandals,Footwear,23,Montana,Winter
54,Male,Sneakers,Footwear,56,California,Spring
30,Male,Hat,Accessories,68,Indiana,Fall
45,Male,Coat,Outerwear,48,West Virginia,Winter
68,Male,Dress,Clothing,67,Minnesota,Spring
47,Male,Boots,Footwear,87,Ohio,Spring
68,Male,Skirt,Clothing,64,Minnesota,Fall
63,Male,Shirt,Clothing,93,Virginia,Spring
20,Male,Shirt,Clothing,29,Connecticut,Summer
29,Male,Boots,Footwear,62,Tennessee,Winter
41,Male,Hoodie,Clothing,70,Delaware,Winter
52,Male,Sweater,Clothing,92,Vermont,Winter
32,Male,Shirt,Clothing,79,Louisiana,Spring
20,Male,Blouse,Clothing,31,North Dakota,Fall
47,Male,T-shirt,Clothing,83,Oregon,Spring
23,Male,Jacket,Outerwear,88,Idaho,Winter
43,Male,Jewelry,Accessories,53,Vermont,Spring
67,Male,Hoodie,Clothing,98,West Virginia,Fall
70,Male,Jewelry,Accessories,57,Kentucky,Spring
35,Male,Sandals,Footwear,80,Wisconsin,Winter
41,Male,Jeans,Clothing,29,Mississippi,Spring
54,Male,Hat,Accessories,73,Missouri,Spring
55,Male,Sweater,Clothing,32,Arkansas,Fall
51,Male,Boots,Footwear,68,Wyoming,Spring
19,Male,Blouse,Clothing,97,Rhode Island,Spring
28,Male,Shorts,Clothing,98,Utah,Fall
63,Male,Hoodie,Clothing,56,Maryland,Fall
30,Male,Pants,Clothing,78,Georgia,Winter
29,Male,Belt,Accessories,81,New Jersey,Spring
24,Male,Shirt,Clothing,68,New Hampshire,Winter
69,Male,Shirt,Clothing,94,Oregon,Winter
65,Male,Dress,Clothing,93,Arkansas,Spring
64,Male,Gloves,Accessories,99,North Carolina,Fall
40,Male,Gloves,Accessories,49,West Virginia,Winter
24,Male,Jeans,Clothing,28,Utah,Winter
66,Male,Belt,Accessories,93,South Dakota,Winter
35,Male,Jacket,Outerwear,24,New Hampshire,Fall
67,Male,Skirt,Clothing,35,Maryland,Spring
69,Male,Sandals,Footwear,68,South Dakota,Spring
26,Male,Belt,Accessories,61,Kentucky,Summer
23,Male,Sweater,Clothing,74,Florida,Fall
27,Male,Shirt,Clothing,64,Texas,Summer
30,Male,Sneakers,Footwear,60,New Mexico,Fall
48,Male,Jeans,Clothing,29,South Dakota,Spring
44,Male,Sandals,Footwear,85,New Jersey,Summer
29,Male,Pants,Clothing,81,Indiana,Summer
29,Male,Belt,Accessories,23,Louisiana,Fall
67,Male,T-shirt,Clothing,100,West Virginia,Spring
42,Male,Shirt,Clothing,54,Maine,Fall
23,Male,Sneakers,Footwear,25,Idaho,Fall
34,Male,Blouse,Clothing,32,New York,Summer
64,Male,Backpack,Accessories,63,Montana,Spring
31,Male,Pants,Clothing,56,Mississippi,Spring
54,Male,Sweater,Clothing,33,Alaska,Winter
23,Male,Coat,Outerwear,32,Missouri,Summer
59,Male,Dress,Clothing,38,Rhode Island,Summer
32,Male,Blouse,Clothing,21,Hawaii,Summer
43,Male,Hoodie,Clothing,59,South Carolina,Winter
32,Male,Shoes,Footwear,87,Tennessee,Fall
66,Male,T-shirt,Clothing,79,Missouri,Winter
70,Male,Shoes,Footwear,28,Missouri,Summer
42,Male,Boots,Footwear,67,Missouri,Summer
56,Male,Shorts,Clothing,75,Mississippi,Spring
28,Male,Belt,Accessories,32,Arkansas,Spring
28,Male,Pants,Clothing,43,Kentucky,Spring
52,Male,Shorts,Clothing,93,Connecticut,Spring
65,Male,Sunglasses,Accessories,24,Oklahoma,Spring
56,Male,Hat,Accessories,31,California,Fall
59,Male,T-shirt,Clothing,84,Missouri,Winter
23,Male,Pants,Clothing,74,Washington,Winter
58,Male,Shorts,Clothing,62,New York,Spring
39,Male,Jewelry,Accessories,77,Indiana,Summer
28,Male,Backpack,Accessories,73,Oregon,Summer
40,Male,Shoes,Footwear,50,Texas,Spring
52,Male,Coat,Outerwear,40,Florida,Winter
37,Male,Sweater,Clothing,97,Rhode Island,Winter
70,Male,Gloves,Accessories,63,Texas,Fall
30,Male,Handbag,Accessories,65,Vermont,Fall
38,Male,Socks,Clothing,91,Maryland,Spring
66,Male,Hoodie,Clothing,60,Alaska,Spring
29,Male,Pants,Clothing,69,Idaho,Winter
46,Male,Coat,Outerwear,52,West Virginia,Spring
56,Male,Boots,Footwear,49,Nevada,Fall
23,Male,Sneakers,Footwear,85,Oregon,Spring
37,Male,Sweater,Clothing,86,Tennessee,Spring
56,Male,Handbag,Accessories,51,Alabama,Winter
36,Male,Belt,Accessories,56,Indiana,Winter
40,Male,Belt,Accessories,72,Idaho,Fall
26,Male,Hoodie,Clothing,27,Rhode Island,Fall
57,Male,Sunglasses,Accessories,43,Arizona,Summer
68,Male,Sneakers,Footwear,56,Florida,Spring
56,Male,T-shirt,Clothing,37,New York,Fall
40,Male,Dress,Clothing,21,Nebraska,Fall
44,Male,Hoodie,Clothing,91,Mississippi,Winter
44,Male,Sweater,Clothing,95,Vermont,Summer
19,Male,Belt,Accessories,54,Nebraska,Spring
21,Male,Socks,Clothing,36,South Carolina,Spring
31,Male,Sunglasses,Accessories,71,Delaware,Fall
30,Male,Coat,Outerwear,31,Vermont,Summer
65,Male,Hat,Accessories,89,Indiana,Spring
39,Male,Pants,Clothing,83,Oregon,Winter
64,Male,Backpack,Accessories,42,Maryland,Spring
59,Male,Shorts,Clothing,91,Florida,Summer
49,Male,Jacket,Outerwear,61,Indiana,Spring
24,Male,Backpack,Accessories,66,Texas,Summer
19,Male,Scarf,Accessories,22,Nebraska,Spring
27,Male,Hoodie,Clothing,68,North Carolina,Winter
56,Male,Skirt,Clothing,43,Alabama,Fall
49,Male,Dress,Clothing,32,Alabama,Fall
41,Male,Coat,Outerwear,46,Colorado,Fall
36,Male,Blouse,Clothing,90,Wisconsin,Summer
68,Male,Hat,Accessories,75,Delaware,Fall
28,Male,Handbag,Accessories,69,Indiana,Winter
45,Male,Belt,Accessories,40,Iowa,Fall
60,Male,Belt,Accessories,63,Iowa,Fall
21,Male,Shirt,Clothing,36,Wisconsin,Summer
32,Male,Shoes,Footwear,75,Iowa,Winter
27,Male,Scarf,Accessories,67,Montana,Summer
40,Male,Pants,Clothing,64,Mississippi,Spring
64,Male,Blouse,Clothing,61,Michigan,Fall
18,Male,Gloves,Accessories,40,Virginia,Winter
22,Male,Handbag,Accessories,97,New York,Fall
42,Male,Sneakers,Footwear,31,Maine,Spring
57,Male,Sandals,Footwear,65,New Jersey,Spring
33,Male,Sunglasses,Accessories,54,Maryland,Spring
37,Male,Jacket,Outerwear,49,Kentucky,Fall
21,Male,T-shirt,Clothing,64,Minnesota,Fall
51,Male,Sneakers,Footwear,35,Massachusetts,Winter
30,Male,Shoes,Footwear,86,Illinois,Winter
68,Male,Jacket,Outerwear,55,Michigan,Winter
36,Male,Scarf,Accessories,58,Wisconsin,Spring
46,Male,Sneakers,Footwear,96,Alaska,Fall
41,Male,Jewelry,Accessories,64,Mississippi,Fall
68,Male,Jacket,Outerwear,56,Oregon,Fall
21,Male,Blouse,Clothing,85,Maryland,Winter
62,Male,Dress,Clothing,23,Arkansas,Spring
59,Male,Scarf,Accessories,72,Illinois,Fall
25,Male,Hat,Accessories,38,Arkansas,Summer
53,Male,Blouse,Clothing,29,Mississippi,Winter
31,Male,Gloves,Accessories,46,Arkansas,Spring
46,Male,Gloves,Accessories,58,Idaho,Spring
26,Male,Coat,Outerwear,43,Iowa,Fall
47,Male,Scarf,Accessories,32,West Virginia,Spring
37,Male,Pants,Clothing,30,Wisconsin,Winter
55,Male,Sunglasses,Accessories,67,Massachusetts,Summer
30,Male,Dress,Clothing,45,Texas,Summer
19,Male,Hat,Accessories,81,Nebraska,Winter
36,Male,Backpack,Accessories,23,Nevada,Fall
23,Male,Sandals,Footwear,59,Indiana,Fall
62,Male,Sunglasses,Accessories,21,North Dakota,Summer
26,Male,Backpack,Accessories,20,Georgia,Spring
36,Male,Jewelry,Accessories,28,New Mexico,Winter
33,Male,Socks,Clothing,100,New Hampshire,Winter
32,Male,Shirt,Clothing,46,Washington,Spring
56,Male,Handbag,Accessories,61,Nevada,Spring
58,Male,Blouse,Clothing,58,Maine,Winter
34,Male,Backpack,Accessories,50,Idaho,Spring
61,Male,Hat,Accessories,93,Tennessee,Summer
48,Male,Skirt,Clothing,24,Louisiana,Summer
25,Male,Shorts,Clothing,100,Michigan,Summer
51,Male,Blouse,Clothing,79,New Hampshire,Fall
29,Male,Socks,Clothing,51,Minnesota,Summer
54,Male,Belt,Accessories,90,Illinois,Winter
48,Male,Boots,Footwear,56,Idaho,Summer
62,Male,Shorts,Clothing,25,Montana,Spring
18,Male,Shirt,Clothing,75,Alabama,Summer
43,Male,Handbag,Accessories,75,Montana,Summer
22,Male,Jeans,Clothing,53,California,Summer
68,Male,Dress,Clothing,100,Pennsylvania,Spring
44,Male,Dress,Clothing,27,Texas,Fall
51,Male,Sandals,Footwear,60,Michigan,Fall
66,Male,Jacket,Outerwear,23,Connecticut,Fall
59,Male,Coat,Outerwear,40,Wyoming,Winter
60,Male,Pants,Clothing,38,Michigan,Summer
31,Male,Backpack,Accessories,90,South Dakota,Summer
20,Male,Blouse,Clothing,97,North Dakota,Summer
24,Male,Skirt,Clothing,38,Maryland,Fall
48,Male,Sandals,Footwear,30,Michigan,Summer
39,Male,Pants,Clothing,88,South Dakota,Fall
34,Male,Hat,Accessories,33,Florida,Winter
70,Male,Hoodie,Clothing,60,Minnesota,Winter
59,Male,Sweater,Clothing,64,New York,Summer
45,Male,Scarf,Accessories,95,Oregon,Fall
35,Male,Sneakers,Footwear,83,Minnesota,Winter
69,Male,Boots,Footwear,97,Montana,Winter
58,Male,Coat,Outerwear,38,Washington,Spring
25,Male,Boots,Footwear,48,New Mexico,Summer
27,Male,Sandals,Footwear,76,Arizona,Spring
34,Male,Pants,Clothing,25,Nebraska,Summer
53,Male,Hoodie,Clothing,92,Idaho,Spring
58,Male,Sandals,Footwear,47,Idaho,Fall
32,Male,Sweater,Clothing,36,Vermont,Fall
64,Male,Belt,Accessories,51,Arkansas,Fall
63,Male,Jeans,Clothing,35,Wyoming,Summer
23,Male,Hoodie,Clothing,57,New Mexico,Summer
64,Male,Boots,Footwear,95,West Virginia,Summer
18,Male,Socks,Clothing,41,New York,Winter
25,Male,Dress,Clothing,44,Illinois,Winter
54,Male,Jacket,Outerwear,34,Utah,Fall
60,Male,Jacket,Outerwear,25,Colorado,Spring
36,Male,Boots,Footwear,93,Virginia,Winter
66,Male,Sneakers,Footwear,50,Georgia,Winter
60,Male,Pants,Clothing,79,Alabama,Fall
59,Male,Coat,Outerwear,100,Montana,Spring
58,Male,Shirt,Clothing,57,Pennsylvania,Spring
35,Male,Sweater,Clothing,28,Missouri,Spring
20,Male,Shoes,Footwear,35,Maine,Winter
70,Male,Boots,Footwear,85,Pennsylvania,Fall
54,Male,Sunglasses,Accessories,95,Oregon,Summer
38,Male,Sneakers,Footwear,90,Utah,Summer
54,Male,Jewelry,Accessories,49,Oklahoma,Summer
33,Male,Belt,Accessories,92,Montana,Winter
46,Male,Gloves,Accessories,72,Nebraska,Winter
58,Male,Shorts,Clothing,71,Alabama,Summer
30,Male,Jewelry,Accessories,27,Ohio,Winter
42,Male,Gloves,Accessories,39,Arkansas,Fall
28,Male,Jewelry,Accessories,98,Mississippi,Winter
43,Male,Sandals,Footwear,27,California,Spring
31,Male,Jewelry,Accessories,71,Alaska,Spring
39,Male,Hat,Accessories,24,Indiana,Spring
69,Male,Shorts,Clothing,63,Wisconsin,Fall
31,Male,Sweater,Clothing,72,New Jersey,Fall
44,Male,Blouse,Clothing,61,Rhode Island,Spring
39,Male,Hat,Accessories,56,Wyoming,Fall
24,Male,Belt,Accessories,32,Oregon,Summer
28,Male,Gloves,Accessories,23,Washington,Summer
48,Male,Coat,Outerwear,100,Washington,Spring
39,Male,Jewelry,Accessories,74,New Hampshire,Fall
64,Male,Skirt,Clothing,33,Maryland,Spring
28,Male,Gloves,Accessories,67,Wisconsin,Spring
39,Male,Jewelry,Accessories,61,Massachusetts,Summer
49,Male,Shorts,Clothing,46,Nebraska,Summer
22,Male,Gloves,Accessories,56,Nebraska,Spring
25,Male,Sneakers,Footwear,73,Idaho,Spring
40,Male,Skirt,Clothing,44,Arizona,Summer
23,Male,Hat,Accessories,44,Hawaii,Winter
24,Male,Jewelry,Accessories,26,Missouri,Summer
66,Male,Sneakers,Footwear,52,Louisiana,Spring
27,Male,Shirt,Clothing,54,Arkansas,Summer
62,Male,Jacket,Outerwear,38,North Carolina,Summer
70,Male,Belt,Accessories,44,North Dakota,Fall
43,Male,T-shirt,Clothing,76,Montana,Spring
45,Male,Jewelry,Accessories,23,Rhode Island,Winter
63,Male,T-shirt,Clothing,98,Idaho,Winter
69,Male,Jacket,Outerwear,33,Michigan,Spring
59,Male,Sweater,Clothing,32,Illinois,Summer
19,Male,Boots,Footwear,85,Georgia,Fall
63,Male,Jeans,Clothing,69,Alabama,Summer
37,Male,Jeans,Clothing,55,Alaska,Spring
37,Male,Pants,Clothing,66,Massachusetts,Summer
50,Male,Jacket,Outerwear,30,Michigan,Fall
60,Male,Jacket,Outerwear,80,Alaska,Winter
46,Male,Belt,Accessories,20,North Dakota,Summer
35,Male,Shirt,Clothing,30,South Carolina,Fall
66,Male,Dress,Clothing,86,Pennsylvania,Winter
35,Male,Blouse,Clothing,84,Colorado,Spring
20,Male,Dress,Clothing,54,New Hampshire,Summer
55,Male,Blouse,Clothing,30,Maryland,Fall
34,Male,Dress,Clothing,91,Georgia,Winter
60,Male,Sneakers,Footwear,23,Wisconsin,Winter
22,Male,Socks,Clothing,35,Texas,Spring
26,Male,Shoes,Footwear,90,Utah,Winter
39,Male,Jeans,Clothing,93,Indiana,Fall
20,Male,Jeans,Clothing,68,Nevada,Winter
57,Male,Gloves,Accessories,41,New Hampshire,Spring
68,Male,Belt,Accessories,73,New York,Winter
50,Male,Sunglasses,Accessories,73,Texas,Fall
21,Male,Hat,Accessories,66,Iowa,Summer
29,Male,Backpack,Accessories,59,Washington,Summer
38,Male,Shorts,Clothing,72,Tennessee,Spring
54,Male,Socks,Clothing,88,Georgia,Summer
22,Male,Socks,Clothing,76,Massachusetts,Summer
29,Male,Belt,Accessories,31,Oregon,Winter
41,Male,Jacket,Outerwear,22,Oklahoma,Summer
26,Male,Hat,Accessories,75,Wisconsin,Fall
69,Male,T-shirt,Clothing,75,Oregon,Spring
20,Male,Backpack,Accessories,63,Georgia,Winter
59,Male,Coat,Outerwear,21,New Mexico,Spring
63,Male,Backpack,Accessories,83,Mississippi,Spring
68,Male,Jacket,Outerwear,46,Wisconsin,Winter
50,Male,Shoes,Footwear,59,New Hampshire,Summer
55,Male,Blouse,Clothing,66,Wyoming,Summer
36,Male,Sandals,Footwear,74,West Virginia,Fall
18,Male,Sunglasses,Accessories,82,Michigan,Summer
68,Male,Shoes,Footwear,89,Alaska,Spring
56,Male,Dress,Clothing,65,Illinois,Fall
32,Male,Belt,Accessories,55,Hawaii,Spring
28,Male,Shorts,Clothing,95,Colorado,Winter
24,Male,Handbag,Accessories,77,Illinois,Winter
59,Male,Blouse,Clothing,44,Hawaii,Winter
56,Male,Jeans,Clothing,89,Wisconsin,Fall
30,Male,Jewelry,Accessories,24,Arkansas,Spring
48,Male,Belt,Accessories,43,Delaware,Winter
60,Male,Sneakers,Footwear,51,Oregon,Summer
46,Male,Hat,Accessories,46,South Carolina,Summer
69,Male,Dress,Clothing,32,Maryland,Summer
19,Male,Sneakers,Footwear,55,Kansas,Spring
66,Male,Sunglasses,Accessories,26,Arkansas,Summer
64,Male,Handbag,Accessories,29,Minnesota,Summer
54,Male,Blouse,Clothing,49,New Mexico,Spring
27,Male,Blouse,Clothing,45,Delaware,Spring
64,Male,Shorts,Clothing,48,Utah,Winter
43,Male,Shorts,Clothing,47,Ohio,Winter
43,Male,Hoodie,Clothing,57,Alabama,Fall
27,Male,Backpack,Accessories,34,South Dakota,Fall
35,Male,Sunglasses,Accessories,75,New Mexico,Fall
43,Male,Scarf,Accessories,94,Oregon,Fall
57,Male,Hat,Accessories,84,Oregon,Winter
50,Male,Scarf,Accessories,38,Mississippi,Summer
37,Male,Scarf,Accessories,75,Alabama,Winter
68,Male,Pants,Clothing,44,Kansas,Fall
22,Male,Backpack,Accessories,33,California,Summer
58,Male,Sunglasses,Accessories,93,Idaho,Fall
48,Male,Sneakers,Footwear,99,Wyoming,Winter
30,Male,Backpack,Accessories,33,Minnesota,Spring
51,Male,Sneakers,Footwear,76,Washington,Spring
20,Male,Skirt,Clothing,63,Hawaii,Summer
30,Male,Pants,Clothing,41,Missouri,Winter
28,Male,Jewelry,Accessories,88,Colorado,Winter
37,Male,Skirt,Clothing,92,Washington,Summer
36,Male,T-shirt,Clothing,31,North Dakota,Summer
18,Male,Skirt,Clothing,25,Minnesota,Spring
52,Male,Shirt,Clothing,28,California,Spring
56,Male,Dress,Clothing,75,Michigan,Spring
68,Male,Boots,Footwear,34,Delaware,Spring
62,Male,Pants,Clothing,97,California,Winter
35,Male,Jacket,Outerwear,80,Oklahoma,Summer
65,Male,Sneakers,Footwear,71,North Dakota,Summer
69,Male,Jewelry,Accessories,77,Ohio,Fall
28,Male,Belt,Accessories,41,Hawaii,Spring
37,Male,Scarf,Accessories,92,Maryland,Summer
